listing_id,host_tier_x,market_segment_x,cohort_key,match_method,n_peers,n_high_performers,peer_support_score,my_occupancy_days,peer_high_occupancy_days,occupancy_gap_days,missing_amenities_vs_peers,n_missing_amenities,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier_y,market_segment_y,actual_price_usd,predicted_fair_price_usd,prediction_sd_usd,prediction_uncertainty_pct,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal,overall_recommendation_confidence
1305989386371667863,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,smoke_alarm; carbon_monoxide_alarm; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in,12,626 10th avenue Junior 1 bed,https://www.airbnb.com/rooms/1305989386371667863,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,171.47,157.5,35.02,0.2223,81.1,High,13.97,0.0887,Within 10% of model benchmark,87.7
1292243575838036094,Small-Multi,monthly,Queens | Entire home/apt | medium | monthly | Small-Multi,host_tier_exact_cohort,77,43,100.0,240.0,172.3,-67.7,hair_dryer; iron; dedicated_workspace; shampoo; self_check_in,5,Cozy Apartment near Manhattan,https://www.airbnb.com/rooms/1292243575838036094,Queens,Sunnyside,Entire home/apt,Entire rental unit,Small-Multi,monthly,112.6,117.05,26.81,0.2291,48.7,Low,-4.45,-0.038,Within 10% of model benchmark,66.7
1292271677964805116,Small-Multi,monthly,Brooklyn | Entire home/apt | large | monthly | Small-Multi,host_tier_exact_cohort,113,38,100.0,60.0,211.3,151.3,microwave; shampoo; fire_extinguisher,3,"Renovated 2BR, Wi-Fi, Free Parking,10 min to JFk",https://www.airbnb.com/rooms/1292271677964805116,Brooklyn,East New York,Entire home/apt,Entire townhouse,Small-Multi,monthly,116.84,160.44,37.73,0.2352,35.0,Low,-43.6,-0.2718,Below model benchmark (review price),57.8
1292771601232690670,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,120.0,159.9,39.9,(none),0,"Large 1br, Stylish, By the Park",https://www.airbnb.com/rooms/1292771601232690670,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,232.79,184.48,41.02,0.2223,81.1,High,48.31,0.2619,Above model benchmark (review price),87.7
1292806829994884564,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,264,100.0,255.0,255.0,0.0,(none),0,Brownstone - 1BR |Ideal for Visiting Parents!| W/D,https://www.airbnb.com/rooms/1292806829994884564,Brooklyn,Crown Heights,Private room,Private room in guest suite,Individual,short_stay,367.0,302.89,84.44,0.2788,45.7,Low,64.11,0.2117,Above model benchmark (review price),64.7
1306141019599223277,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,180.0,159.6,-20.4,hair_dryer; iron; essentials; cooking_basics; dedicated_workspace; heating,6,Excellent 2BR in Prime Chelsea,https://www.airbnb.com/rooms/1306141019599223277,Manhattan,West Village,Entire home/apt,Entire rental unit,Enterprise,monthly,157.22,248.25,56.54,0.2278,53.4,Low,-91.03,-0.3667,Below model benchmark (review price),69.7
1306964850219973675,Small-Multi,monthly,Queens | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,58,20,100.0,60.0,202.5,142.5,self_check_in; fire_extinguisher,2,Queens Studio Jewel—Luxury & Comfort Combined,https://www.airbnb.com/rooms/1306964850219973675,Queens,Jamaica,Entire home/apt,Entire rental unit,Small-Multi,monthly,173.45,136.24,31.33,0.2299,45.9,Low,37.21,0.2731,Above model benchmark (review price),64.8
1307658363754176454,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,carbon_monoxide_alarm; hangers; iron; essentials; dishes_and_silverware; refrigerator; cooking_basics; self_check_in; fire_extinguisher,9,Private Bedroom in Downtown Flushing,https://www.airbnb.com/rooms/1307658363754176454,Queens,Flushing,Private room,Private room in townhouse,Small-Multi,short_stay,116.0,154.16,42.89,0.2782,46.8,Low,-38.16,-0.2475,Below model benchmark (review price),65.4
1300037681233437424,Individual,short_stay,Brooklyn | Entire home/apt | large | short_stay | Individual,host_tier_exact_cohort,68,48,100.0,255.0,255.0,0.0,essentials; self_check_in,2,"8 Bedroom 5 Baths, no Steps, Outdoors, by train!",https://www.airbnb.com/rooms/1300037681233437424,Brooklyn,Crown Heights,Entire home/apt,Entire home,Individual,short_stay,1059.01,4970.38,1363.55,0.2743,62.3,Medium,-3911.37,-0.7869,Below model benchmark (review price),75.5
1300820745713362015,Small-Multi,short_stay,Queens | Hotel room | small | short_stay,knn_fallback,30,11,60.0,26.0,196.3,170.3,(none),0,Comfy Room Near JFK Airport – 10 Min Ride,https://www.airbnb.com/rooms/1300820745713362015,Queens,Jamaica,Hotel room,Room in hotel,Small-Multi,short_stay,158.0,163.75,46.3,0.2828,38.6,Low,-5.75,-0.0351,Within 10% of model benchmark,46.1
1300823553800804690,Small-Multi,short_stay,Queens | Hotel room | small | short_stay,knn_fallback,30,10,60.0,255.0,190.4,-64.6,(none),0,Easy NYC Access from Budget-friendly Room,https://www.airbnb.com/rooms/1300823553800804690,Queens,Jamaica,Hotel room,Room in hotel,Small-Multi,short_stay,171.0,183.69,51.94,0.2828,38.6,Low,-12.69,-0.0691,Within 10% of model benchmark,46.1
1300839454193926836,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,121,100.0,255.0,219.4,-35.6,bed_linens; iron; refrigerator; heating,4,Charming West Village home,https://www.airbnb.com/rooms/1300839454193926836,Manhattan,West Village,Entire home/apt,Entire rental unit,Individual,monthly,283.93,241.94,55.02,0.2274,55.5,Medium,41.99,0.1735,Above model benchmark (review price),71.1
1307957788317994577,Mid-Multi,monthly,Manhattan | Entire home/apt | large | monthly | Mid-Multi,host_tier_exact_cohort,55,25,100.0,180.0,136.8,-43.2,(none),0,Ultra-Luxurious 3-Bedroom Loft in NYC,https://www.airbnb.com/rooms/1307957788317994577,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Mid-Multi,monthly,1172.49,473.73,107.32,0.2265,57.6,Medium,698.76,1.475,Above model benchmark (review price),72.4
1292855173673167580,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,(none),0,102-1A Best Value 2BR Apt Near Central Park,https://www.airbnb.com/rooms/1292855173673167580,Manhattan,East Harlem,Entire home/apt,Entire rental unit,Enterprise,monthly,217.7,211.67,47.54,0.2246,65.8,Medium,6.03,0.0285,Within 10% of model benchmark,77.8
1292859461638994844,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,265,100.0,243.0,255.0,12.0,(none),0,Amazing 2 Bedroom in Brooklyn,https://www.airbnb.com/rooms/1292859461638994844,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in rental unit,Individual,short_stay,247.5,261.07,73.17,0.2803,43.5,Low,-13.57,-0.052,Within 10% of model benchmark,63.3
1292875175964979290,Small-Multi,monthly,Queens | Entire home/apt | large | monthly | Small-Multi,host_tier_exact_cohort,41,23,89.2,120.0,170.9,50.9,carbon_monoxide_alarm; hangers; hair_dryer; essentials; dishes_and_silverware; shampoo,6,145th Drive Hidden Treasure I,https://www.airbnb.com/rooms/1292875175964979290,Queens,Springfield Gardens,Entire home/apt,Entire home,Small-Multi,monthly,133.24,178.28,44.16,0.2477,25.4,Low,-45.04,-0.2527,Below model benchmark (review price),47.7
1307960993323551747,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,237,100.0,180.0,214.1,34.1,hangers; kitchen; essentials; cooking_basics,4,Shared Bathroom Tiny Sunny Chelsea Studio #207,https://www.airbnb.com/rooms/1307960993323551747,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Enterprise,monthly,79.46,102.64,23.0,0.2241,68.3,Medium,-23.18,-0.2258,Below model benchmark (review price),79.4
1301525839130690770,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,120.0,215.8,95.8,carbon_monoxide_alarm; hot_water; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics,11,Large and sunny room,https://www.airbnb.com/rooms/1301525839130690770,Brooklyn,Flatbush,Private room,Private room in rental unit,Individual,monthly,60.07,69.17,15.88,0.2295,46.9,Low,-9.1,-0.1316,Below model benchmark (review price),65.5
1301737585869376595,Small-Multi,short_stay,Brooklyn | Entire home/apt | small | short_stay | Small-Multi,host_tier_exact_cohort,32,23,78.4,243.0,255.0,12.0,essentials; self_check_in; fire_extinguisher,3,Suite Life! Private 1br apt found within triplex,https://www.airbnb.com/rooms/1301737585869376595,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Small-Multi,short_stay,234.23,319.94,85.69,0.2678,83.4,High,-85.71,-0.2679,Below model benchmark (review price),81.6
1302192490457281505,Enterprise,monthly,Manhattan | Entire home/apt | large | monthly | Enterprise,host_tier_exact_cohort,89,34,100.0,60.0,155.7,95.7,hangers; bed_linens; essentials; dishes_and_silverware; microwave; refrigerator; dedicated_workspace,7,Cozy and Modern Studio,https://www.airbnb.com/rooms/1302192490457281505,Manhattan,Murray Hill,Entire home/apt,Entire rental unit,Enterprise,monthly,171.3,278.12,63.33,0.2277,53.8,Low,-106.82,-0.3841,Below model benchmark (review price),70.0
1302244340227836020,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,60.0,215.8,155.8,kitchen,1,Private Room in Brooklyn w Backyard Access,https://www.airbnb.com/rooms/1302244340227836020,Brooklyn,Crown Heights,Private room,Private room in home,Individual,monthly,55.6,73.36,16.6,0.2263,58.2,Medium,-17.76,-0.2421,Below model benchmark (review price),72.8
1307962735840020272,Individual,monthly,Manhattan | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,153,63,100.0,60.0,221.2,161.2,carbon_monoxide_alarm; hot_water; hair_dryer; iron; essentials; dedicated_workspace; shampoo,7,"Luxury 2-bed, 2.5 bath apt in Seaport w city views",https://www.airbnb.com/rooms/1307962735840020272,Manhattan,Financial District,Entire home/apt,Entire rental unit,Individual,monthly,1133.33,296.93,69.2,0.2331,37.9,Low,836.4,2.8169,Above model benchmark (review price),59.6
1312549916498073457,Individual,short_stay,Brooklyn | Entire home/apt | small | short_stay | Individual,host_tier_exact_cohort,115,88,100.0,255.0,255.0,0.0,essentials; refrigerator,2,Clean & Cozy Duplex,https://www.airbnb.com/rooms/1312549916498073457,Brooklyn,East Flatbush,Entire home/apt,Entire guest suite,Individual,short_stay,254.0,314.78,87.86,0.2791,45.2,Low,-60.78,-0.1931,Below model benchmark (review price),64.4
1313067928708737367,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in,10,165 East 89th studio,https://www.airbnb.com/rooms/1313067928708737367,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,138.3,197.26,43.78,0.2219,86.2,High,-58.96,-0.2989,Below model benchmark (review price),91.0
1313122595316445483,Individual,short_stay,Brooklyn | Entire home/apt | large | short_stay | Individual,host_tier_exact_cohort,68,48,100.0,255.0,255.0,0.0,dedicated_workspace; fire_extinguisher,2,Luxury 8BR Brooklyn • Fast WiFi • Smart TVs,https://www.airbnb.com/rooms/1313122595316445483,Brooklyn,Brownsville,Entire home/apt,Entire home,Individual,short_stay,1185.0,3578.27,1020.2,0.2851,34.4,Low,-2393.27,-0.6688,Below model benchmark (review price),57.4
1307981424683991103,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,122,100.0,120.0,219.7,99.7,carbon_monoxide_alarm; iron; dedicated_workspace; heating,4,Central Park Bright & Spacious Studio,https://www.airbnb.com/rooms/1307981424683991103,Manhattan,Midtown,Entire home/apt,Entire rental unit,Individual,monthly,212.4,174.1,39.08,0.2245,66.7,Medium,38.3,0.22,Above model benchmark (review price),78.4
1308042821496837399,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in,10,626 10th avenue JR 1 bed,https://www.airbnb.com/rooms/1308042821496837399,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,182.53,157.38,34.99,0.2223,81.1,High,25.15,0.1598,Above model benchmark (review price),87.7
1308085978089541612,Individual,short_stay,Manhattan | Entire home/apt | small | short_stay | Individual,host_tier_exact_cohort,37,26,84.4,255.0,255.0,0.0,dedicated_workspace,1,Cozy APT in Hell's Kitchen,https://www.airbnb.com/rooms/1308085978089541612,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Individual,short_stay,862.0,645.9,174.09,0.2695,78.1,High,216.1,0.3346,Above model benchmark (review price),80.3
1308178606830498075,Individual,short_stay,Bronx | Private room | small | short_stay | Individual,host_tier_exact_cohort,28,12,73.6,255.0,255.0,0.0,self_check_in,1,Bedroom in Private Townhouse by Yankee Stadium!,https://www.airbnb.com/rooms/1308178606830498075,Bronx,Concourse Village,Private room,Private room in home,Individual,short_stay,125.53,238.23,74.33,0.312,21.3,Low,-112.7,-0.4731,Below model benchmark (review price),39.6
1308192155111492189,Enterprise,monthly,Manhattan | Private room | small | monthly | Enterprise,host_tier_exact_cohort,57,22,100.0,60.0,162.3,102.3,hangers; hair_dryer; iron; heating,4,Amazing Price| Bright Private Room in Manhattan,https://www.airbnb.com/rooms/1308192155111492189,Manhattan,Morningside Heights,Private room,Private room in rental unit,Enterprise,monthly,72.64,85.6,20.56,0.2402,29.9,Low,-12.96,-0.1514,Below model benchmark (review price),54.4
1308220180752781128,Mid-Multi,monthly,Manhattan | Entire home/apt | small | monthly | Mid-Multi,host_tier_exact_cohort,94,51,100.0,60.0,172.7,112.7,hair_dryer; iron; dishes_and_silverware; fire_extinguisher,4,Spacious and Sunny one Bedroom in Manhattan,https://www.airbnb.com/rooms/1308220180752781128,Manhattan,Inwood,Entire home/apt,Entire rental unit,Mid-Multi,monthly,131.67,88.28,20.61,0.2334,37.3,Low,43.39,0.4915,Above model benchmark (review price),59.2
1308239764134525481,Enterprise,monthly,Brooklyn | Private room | small | monthly | Enterprise,host_tier_exact_cohort,54,22,100.0,60.0,163.0,103.0,hot_water; hangers; bed_linens; hair_dryer; iron; microwave; refrigerator; dedicated_workspace; fire_extinguisher,9,"NYC Brownstone Apt Room | Steps to Subway, River",https://www.airbnb.com/rooms/1308239764134525481,Brooklyn,Greenpoint,Private room,Private room in rental unit,Enterprise,monthly,125.97,79.77,18.38,0.2305,44.7,Low,46.2,0.5793,Above model benchmark (review price),64.1
1313238298445872544,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,hangers; bed_linens; essentials; dishes_and_silverware; microwave; cooking_basics,6,138 Bowery Studio,https://www.airbnb.com/rooms/1313238298445872544,Manhattan,Little Italy,Entire home/apt,Entire rental unit,Enterprise,monthly,165.93,154.7,35.95,0.2324,39.9,Low,11.23,0.0726,Within 10% of model benchmark,60.9
1313430859428844249,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,183,100.0,255.0,255.0,0.0,hangers; bed_linens; hair_dryer; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; shampoo; self_check_in; fire_extinguisher,11,Cozy Brooklyn Getaway,https://www.airbnb.com/rooms/1313430859428844249,Brooklyn,Flatbush,Private room,Private room in rental unit,Small-Multi,short_stay,229.0,162.66,44.95,0.2764,52.9,Low,66.34,0.4078,Above model benchmark (review price),69.4
1313441654489724881,Mid-Multi,monthly,Staten Island | Private room | medium | monthly,knn_fallback,30,13,60.0,60.0,206.5,146.5,cooking_basics,1,Two-Room Unit with Kitchen near Beach/SIUH,https://www.airbnb.com/rooms/1313441654489724881,Staten Island,South Beach,Private room,Private room in home,Mid-Multi,monthly,90.25,101.36,27.33,0.2696,20.8,Low,-11.11,-0.1096,Below model benchmark (review price),34.5
1313850412764315637,Small-Multi,monthly,Manhattan | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,132,47,100.0,60.0,249.4,189.4,heating,1,Beautiful & Warm Harlem Homestead,https://www.airbnb.com/rooms/1313850412764315637,Manhattan,Harlem,Entire home/apt,Entire rental unit,Small-Multi,monthly,132.52,133.67,29.71,0.2222,83.1,High,-1.15,-0.0086,Within 10% of model benchmark,89.0
1313866429333234266,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,265,100.0,205.0,255.0,50.0,hair_dryer; dishes_and_silverware; microwave; refrigerator; cooking_basics; dedicated_workspace; self_check_in,7,Beaming in Bed-Stuy,https://www.airbnb.com/rooms/1313866429333234266,Brooklyn,Bedford-Stuyvesant,Private room,Private room in home,Individual,short_stay,257.0,211.85,56.74,0.2678,83.2,High,45.15,0.2131,Above model benchmark (review price),89.1
1313899289905245368,Enterprise,monthly,Manhattan | Private room | small | monthly | Enterprise,host_tier_exact_cohort,57,21,100.0,120.0,164.3,44.3,hangers; hair_dryer; iron; heating,4,Stylish Private Room Near Central Manhattan,https://www.airbnb.com/rooms/1313899289905245368,Manhattan,Morningside Heights,Private room,Private room in rental unit,Enterprise,monthly,75.52,72.11,17.32,0.2402,29.9,Low,3.41,0.0473,Within 10% of model benchmark,54.4
1302598479748572008,Individual,short_stay,Brooklyn | Entire home/apt | medium | short_stay | Individual,host_tier_exact_cohort,67,48,100.0,255.0,255.0,0.0,hair_dryer; shampoo; self_check_in,3,Comfort Haven,https://www.airbnb.com/rooms/1302598479748572008,Brooklyn,East New York,Entire home/apt,Entire rental unit,Individual,short_stay,228.33,415.82,114.03,0.2742,62.8,Medium,-187.49,-0.4509,Below model benchmark (review price),75.8
1302598873140366555,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,264,100.0,255.0,255.0,0.0,dedicated_workspace,1,"Private Suite｜1910 Townhouse｜Bushwick, Brooklyn",https://www.airbnb.com/rooms/1302598873140366555,Brooklyn,Bushwick,Private room,Private room in rental unit,Individual,short_stay,222.53,241.63,65.68,0.2718,71.0,Medium,-19.1,-0.0791,Within 10% of model benchmark,81.2
1319022775863233271,Small-Multi,short_stay,Brooklyn | Private room | medium | short_stay,base_exact_cohort,56,31,92.0,26.0,255.0,229.0,hot_water; cooking_basics; self_check_in,3,Close to Bedford Ave + Free Breakfast. Gym. Wi-Fi.,https://www.airbnb.com/rooms/1319022775863233271,Brooklyn,Bedford-Stuyvesant,Private room,Room in hotel,Small-Multi,short_stay,449.0,330.86,88.74,0.2682,81.7,High,118.14,0.3571,Above model benchmark (review price),85.3
1308791070578812470,Small-Multi,short_stay,Manhattan | Entire home/apt | medium | short_stay | Small-Multi,host_tier_exact_cohort,63,35,100.0,255.0,255.0,0.0,shampoo; self_check_in,2,Chic 1-bedroom with WiFi & AC in vibrant New York,https://www.airbnb.com/rooms/1308791070578812470,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Small-Multi,short_stay,509.5,509.9,137.56,0.2698,77.6,High,-0.4,-0.0008,Within 10% of model benchmark,85.4
1308810839695104610,Small-Multi,short_stay,Manhattan | Entire home/apt | large | short_stay | Small-Multi,host_tier_exact_cohort,103,64,100.0,255.0,255.0,0.0,self_check_in,1,Luxury NYC 2BR/2BA w/ Fireplace & Skyline Views,https://www.airbnb.com/rooms/1308810839695104610,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Small-Multi,short_stay,1329.5,726.32,195.94,0.2698,77.6,High,603.18,0.8304,Above model benchmark (review price),85.4
1319022934984304366,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,184,100.0,230.0,255.0,25.0,hot_water; cooking_basics; self_check_in,3,Close to Williamsburg + Free Breakfast. Gym. Wi-Fi,https://www.airbnb.com/rooms/1319022934984304366,Brooklyn,Bedford-Stuyvesant,Private room,Room in hotel,Small-Multi,short_stay,298.59,289.62,77.68,0.2682,81.7,High,8.97,0.031,Within 10% of model benchmark,88.1
1319569215899340385,Small-Multi,short_stay,Queens | Entire home/apt | large | short_stay,base_exact_cohort,53,30,92.0,255.0,255.0,0.0,hair_dryer; iron; essentials; dedicated_workspace; self_check_in; fire_extinguisher,6,Spacious NYC 6BR Home• Families• Parking •LGA/JFK,https://www.airbnb.com/rooms/1319569215899340385,Queens,Astoria,Entire home/apt,Entire home,Small-Multi,short_stay,2291.0,1139.95,318.14,0.2791,45.3,Low,1151.05,1.0097,Above model benchmark (review price),61.6
1314055810287235223,Individual,short_stay,Manhattan | Private room | small | short_stay | Individual,host_tier_exact_cohort,142,100,100.0,230.0,255.0,25.0,smoke_alarm; carbon_monoxide_alarm; essentials; dishes_and_silverware; fire_extinguisher,5,19 Century Cottage in the Village,https://www.airbnb.com/rooms/1314055810287235223,Manhattan,East Village,Private room,Private room in home,Individual,short_stay,408.0,259.36,72.02,0.2777,47.9,Low,148.64,0.5731,Above model benchmark (review price),66.1
1314491803706317325,Enterprise,monthly,Manhattan | Entire home/apt | large | monthly | Enterprise,host_tier_exact_cohort,89,34,100.0,60.0,155.7,95.7,dedicated_workspace; heating; self_check_in,3,Comfortable 2-Bedroom Stay in NYC,https://www.airbnb.com/rooms/1314491803706317325,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,monthly,219.39,295.62,66.45,0.2248,65.2,Medium,-76.23,-0.2579,Below model benchmark (review price),77.4
1314549753852039035,Individual,monthly,Manhattan | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,153,63,100.0,60.0,221.2,161.2,smoke_alarm; hot_water; bed_linens; dishes_and_silverware; microwave; refrigerator; cooking_basics; dedicated_workspace; air_conditioning,9,Charming & Cozy Apt on UES,https://www.airbnb.com/rooms/1314549753852039035,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Individual,monthly,159.89,197.29,43.71,0.2216,87.8,High,-37.4,-0.1896,Below model benchmark (review price),92.1
1308813592917247558,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,183,100.0,255.0,255.0,0.0,essentials; air_conditioning; shampoo,3,Cozy Bedroom with patio - close to airports,https://www.airbnb.com/rooms/1308813592917247558,Brooklyn,East New York,Private room,Private room in rental unit,Small-Multi,short_stay,151.33,190.2,52.23,0.2746,60.8,Medium,-38.87,-0.2043,Below model benchmark (review price),74.5
1308822069323762943,Small-Multi,short_stay,Manhattan | Entire home/apt | large | short_stay | Small-Multi,host_tier_exact_cohort,103,64,100.0,255.0,255.0,0.0,microwave,1,Cozy 2BR | Manhattan | 20 min to Times Square,https://www.airbnb.com/rooms/1308822069323762943,Manhattan,Harlem,Entire home/apt,Entire home,Small-Multi,short_stay,509.28,440.37,120.38,0.2734,64.3,Medium,68.91,0.1565,Above model benchmark (review price),76.8
1308890102080452409,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,air_conditioning,1,The Gram V • Vibe 8615,https://www.airbnb.com/rooms/1308890102080452409,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Enterprise,monthly,171.71,203.08,45.91,0.2261,59.3,Medium,-31.37,-0.1545,Below model benchmark (review price),73.5
1320461794883900975,Small-Multi,monthly,Manhattan | Private room | medium | monthly,knn_fallback,30,13,60.0,60.0,177.7,117.7,kitchen,1,"Private Room Manhattan, NY (2B)",https://www.airbnb.com/rooms/1320461794883900975,Manhattan,East Harlem,Private room,Private room in rental unit,Small-Multi,monthly,109.88,73.03,16.5,0.226,60.2,Medium,36.85,0.5045,Above model benchmark (review price),60.1
1320688645215804521,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,125,100.0,60.0,216.4,156.4,self_check_in; fire_extinguisher,2,Newly Reno'd 3BR in Bushwick (Steps to Subway!),https://www.airbnb.com/rooms/1320688645215804521,Brooklyn,Bushwick,Entire home/apt,Entire rental unit,Individual,monthly,193.64,182.69,40.89,0.2238,71.7,Medium,10.95,0.06,Within 10% of model benchmark,81.6
1320992709168452286,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,120.0,214.0,94.0,kitchen; essentials; cooking_basics,3,New Renovated Private Chelsea Micro Studio 3231,https://www.airbnb.com/rooms/1320992709168452286,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Enterprise,monthly,81.4,110.52,24.77,0.2241,68.3,Medium,-29.12,-0.2635,Below model benchmark (review price),79.4
1321125245354264233,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,120.0,215.8,95.8,hot_water; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics,10,Cozy abode with fun roommate,https://www.airbnb.com/rooms/1321125245354264233,Brooklyn,Williamsburg,Private room,Private room in rental unit,Individual,monthly,60.87,96.2,21.54,0.2239,70.1,Medium,-35.33,-0.3673,Below model benchmark (review price),80.6
1321226209678557133,Individual,short_stay,Brooklyn | Entire home/apt | small | short_stay | Individual,host_tier_exact_cohort,115,88,100.0,255.0,255.0,0.0,hangers; bed_linens; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in,9,Park Slope one of a kind,https://www.airbnb.com/rooms/1321226209678557133,Brooklyn,Park Slope,Entire home/apt,Entire rental unit,Individual,short_stay,443.33,421.3,118.34,0.2809,42.8,Low,22.03,0.0523,Within 10% of model benchmark,62.8
1321230492222322380,Small-Multi,monthly,Brooklyn | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,160,61,100.0,60.0,212.5,152.5,wifi; hot_water; hair_dryer; refrigerator; shampoo,5,40 Mins to Man Bklyn Apt near Brookdale hospital,https://www.airbnb.com/rooms/1321230492222322380,Brooklyn,East Flatbush,Entire home/apt,Entire rental unit,Small-Multi,monthly,103.48,86.02,19.39,0.2255,61.9,Medium,17.46,0.203,Above model benchmark (review price),75.2
1321270001244228841,Small-Multi,monthly,Brooklyn | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,160,61,100.0,120.0,212.5,92.5,wifi; dedicated_workspace,2,BKLYN Affordable Studio near Brookdale hospital,https://www.airbnb.com/rooms/1321270001244228841,Brooklyn,East Flatbush,Entire home/apt,Entire rental unit,Small-Multi,monthly,92.51,104.93,23.66,0.2255,61.9,Medium,-12.42,-0.1184,Below model benchmark (review price),75.2
1309475998047965582,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,22,100.0,166.0,255.0,89.0,wifi; hair_dryer; iron; refrigerator; dedicated_workspace,5,Exclusive Studio 1410 | Private Bathroom,https://www.airbnb.com/rooms/1309475998047965582,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,459.0,570.82,153.33,0.2686,80.9,High,-111.82,-0.1959,Below model benchmark (review price),87.6
